id,2.total,1.total,3.total,1.box_area.mean,1.box_area.std,1.area.mean,1.area.std,1.convex_area.mean,1.convex_area.std,1.eccentricity.mean,1.eccentricity.std,1.extent.mean,1.extent.std,1.filled_area.mean,1.filled_area.std,1.major_axis_length.mean,1.major_axis_length.std,1.minor_axis_length.mean,1.minor_axis_length.std,1.orientation.mean,1.orientation.std,1.perimeter.mean,1.perimeter.std,1.solidity.mean,1.solidity.std,1.pa_ratio.mean,1.pa_ratio.std,2.box_area.mean,2.box_area.std,2.area.mean,2.area.std,2.convex_area.mean,2.convex_area.std,2.eccentricity.mean,2.eccentricity.std,2.extent.mean,2.extent.std,2.filled_area.mean,2.filled_area.std,2.major_axis_length.mean,2.major_axis_length.std,2.minor_axis_length.mean,2.minor_axis_length.std,2.orientation.mean,2.orientation.std,2.perimeter.mean,2.perimeter.std,2.solidity.mean,2.solidity.std,2.pa_ratio.mean,2.pa_ratio.std,3.box_area.mean,3.box_area.std,3.area.mean,3.area.std,3.convex_area.mean,3.convex_area.std,3.eccentricity.mean,3.eccentricity.std,3.extent.mean,3.extent.std,3.filled_area.mean,3.filled_area.std,3.major_axis_length.mean,3.major_axis_length.std,3.minor_axis_length.mean,3.minor_axis_length.std,3.orientation.mean,3.orientation.std,3.perimeter.mean,3.perimeter.std,3.solidity.mean,3.solidity.std,3.pa_ratio.mean,3.pa_ratio.std,0_0.edges.mean,0_1.edges.mean,0_2.edges.mean,1_1.edges.mean,1_2.edges.mean,2_2.edges.mean,0_0.edges.std,0_1.edges.std,0_2.edges.std,1_1.edges.std,1_2.edges.std,2_2.edges.std,0_0.edges.count,0_1.edges.count,0_2.edges.count,1_1.edges.count,1_2.edges.count,2_2.edges.count,roi_area,0.radius,1.radius,2.radius,0.count,1.count,2.count,0_0.dot,0_1.dot,0_2.dot,1_1.dot,1_2.dot,2_2.dot,0.norm,0.norm.logit,1.norm,1.norm.logit,2.norm,2.norm.logit,0_1.proj,0_1.proj.logit,0_1.proj.prob,0_2.proj,0_2.proj.logit,0_2.proj.prob,1_0.proj,1_0.proj.logit,1_0.proj.prob,1_2.proj,1_2.proj.logit,1_2.proj.prob,2_0.proj,2_0.proj.logit,2_0.proj.prob,2_1.proj,2_1.proj.logit,2_1.proj.prob,0_1.cos,0_2.cos,1_2.cos,0.count.prob,1.count.prob,2.count.prob,0_0.edges.marginal.prob,0_1.edges.marginal.prob,0_2.edges.marginal.prob,1_1.edges.marginal.prob,1_2.edges.marginal.prob,2_2.edges.marginal.prob,0_1.edges.conditional.prob,0_2.edges.conditional.prob,1_0.edges.conditional.prob,1_2.edges.conditional.prob,2_0.edges.conditional.prob,2_1.edges.conditional.prob,0_1.edges.dice,0_2.edges.dice,1_2.edges.dice
sample,13128,8273,4882,1.2095812885289497e+03,605.8304984011392,882.2871993230992,437.16660903363413,913.4317659857368,450.8451197671754,0.6552033422415149,0.15073045697479218,0.7284094590323165,0.06300882413790572,882.2955397074821,437.20576322944515,39.00831691772994,9.313144032874645,28.025690921235704,7.086262484756017,-0.06628976855520946,0.9104016022301857,110.99319988963529,26.144071945250058,0.9641397526105562,0.016492922664974836,14.69076747362663,1.3504668634131778,906.1572973796466,525.664352671119,548.1592017062767,280.0542116969091,584.7979890310786,298.6189182601698,0.7820996062459792,0.14685852689968587,0.6283885301700953,0.11634170526245283,548.1765691651432,280.0988943629499,35.78258342788887,11.520312331385275,19.492985573898917,5.63624657858811,-0.08382567191016004,0.9059018813464256,93.09044649453772,26.25783214221405,0.9383017838130283,0.0384270582921656,16.784595234124907,3.558561701067133,468.33408439164276,187.62284160555848,343.6777959852519,133.04072341151945,357.1204424416223,137.70504569805559,0.5995200291034433,0.1476453895489799,0.7404965409086441,0.05202556568974847,343.6777959852519,133.04072341151945,23.700317629144127,5.043559030050793,18.147759035005564,3.4419286421685573,-0.05687274857260922,0.9651537460805631,67.60312378483674,13.506156797154173,0.9622708145672927,0.012565341889144594,13.689431497537536,0.9334430688157584,60.022909262893585,64.40595259324607,61.519511039733885,57.329798390074934,56.01142693899728,43.1241537974431,20.869924584423348,20.0449227118403,20.556431680180413,21.23560086993764,22.028013323554422,23.678393876144867,32698.0,8802.0,500.0,2932.0,429.0,52.0,108444160.0,16.215843200683594,13.641463279724121,10.070735931396484,7800,1787,114,2.841630220413208,0.8296251893043518,0.11552618443965912,1.715371012687683,0.43899911642074585,2.257014513015747,1.6857135641659908,0.5221889543790901,1.3097217310129976,0.2698146955748856,1.5023363514924835,0.40702146401940204,0.48364183792780535,-0.7264106504852196,0.32598287913160046,0.05118539724642573,-2.972300997647538,0.04869302539828426,0.2919539577474349,-1.2311591680936282,0.22597860860031455,0.19450433920080112,-1.6373008066568027,0.1628326769670312,0.04065489718182269,-3.2026359783669145,0.0390666466778943,0.25592079682686947,-1.3628872697677696,0.203771445996804,0.37576741305662237,0.04561728907184411,0.22310917837362212,0.8040408205339655,0.18420781362746108,0.011751365838573342,0.7200140928808931,0.19382115253341553,0.011010063197762755,0.06456301059168079,0.009446634223680445,0.0011450465725673265,0.7236701471676396,0.509683995922528,0.20957142857142858,0.43730886850152906,0.011904761904761904,0.03527090355997698,0.32501892435795654,0.023266094320746375,0.06527693244065734
