id,0_0.edges.mean,0_1.edges.mean,0_2.edges.mean,1_1.edges.mean,1_2.edges.mean,2_2.edges.mean,0_0.edges.std,0_1.edges.std,0_2.edges.std,1_1.edges.std,1_2.edges.std,2_2.edges.std,0_0.edges.count,0_1.edges.count,0_2.edges.count,1_1.edges.count,1_2.edges.count,2_2.edges.count,roi_area,0.radius,1.radius,2.radius,0.count,1.count,2.count,0_0.dot,0_1.dot,0_2.dot,1_1.dot,1_2.dot,2_2.dot,0.norm,0.norm.logit,1.norm,1.norm.logit,2.norm,2.norm.logit,0_1.proj,0_1.proj.logit,0_1.proj.prob,0_2.proj,0_2.proj.logit,0_2.proj.prob,1_0.proj,1_0.proj.logit,1_0.proj.prob,1_2.proj,1_2.proj.logit,1_2.proj.prob,2_0.proj,2_0.proj.logit,2_0.proj.prob,2_1.proj,2_1.proj.logit,2_1.proj.prob,0_1.cos,0_2.cos,1_2.cos,0.count.prob,1.count.prob,2.count.prob,0_0.edges.marginal.prob,0_1.edges.marginal.prob,0_2.edges.marginal.prob,1_1.edges.marginal.prob,1_2.edges.marginal.prob,2_2.edges.marginal.prob,0_1.edges.conditional.prob,0_2.edges.conditional.prob,1_0.edges.conditional.prob,1_2.edges.conditional.prob,2_0.edges.conditional.prob,2_1.edges.conditional.prob,0_1.edges.dice,0_2.edges.dice,1_2.edges.dice
sample,7.546559010438827e+01,91.2716103149915,89.10043894116708,88.43763669583166,79.93985066440321,49.27841758728027,63.8047291381858,73.06731618054762,88.82549707282314,65.42177215779036,69.2873717338742,39.27898063088774,39488.0,12571.0,687.0,4301.0,541.0,54.0,108444160.0,16.215843200683594,13.641463279724121,10.070735931396484,7800,1787,114,2.841630220413208,0.8296251893043518,0.11552618443965912,1.715371012687683,0.43899911642074585,2.257014513015747,1.6857135641659908,0.5221889543790901,1.3097217310129976,0.2698146955748856,1.5023363514924835,0.40702146401940204,0.48364183792780535,-0.7264106504852196,0.32598287913160046,0.05118539724642573,-2.972300997647538,0.04869302539828426,0.2919539577474349,-1.2311591680936282,0.22597860860031455,0.19450433920080112,-1.6373008066568027,0.1628326769670312,0.04065489718182269,-3.2026359783669145,0.0390666466778943,0.25592079682686947,-1.3628872697677696,0.203771445996804,0.37576741305662237,0.04561728907184411,0.22310917837362212,0.8040408205339655,0.18420781362746108,0.011751365838573342,0.6850560355296486,0.21808750563824988,0.01191839283855522,0.07461573158460845,0.009385517504597343,0.000936816904340585,0.7219318899672659,0.5358814352574103,0.23833086869146475,0.421996879875195,0.013024684336252985,0.03106874174467352,0.3583574452315455,0.02543125786629155,0.0578764375501471
