x0,y0,x1,y1,score,label
15680,5362,15717,5378,0.731,2
15501,5532,15516,5552,0.7168,3
15906,5275,15962,5308,0.7256,2
15719,5237,15752,5254,0.4077,3
15717,5603,15733,5621,0.7163,3
15616,5598,15641,5614,0.7085,3
15527,5640,15542,5657,0.6514,3
15615,5508,15641,5524,0.6855,3
15720,5260,15745,5275,0.522,3
15591,5499,15617,5519,0.6997,3
15795,5624,15815,5646,0.6904,3
15557,5642,15572,5660,0.6787,3
15594,5457,15616,5480,0.6445,2
15566,5312,15590,5331,0.6768,3
15546,5520,15585,5537,0.5781,2
15694,5271,15722,5290,0.5913,2
15619,5337,15644,5353,0.5625,3
15844,5572,15868,5609,0.3076,3
15737,5648,15768,5670,0.481,2
15636,5615,15656,5628,0.564,3
15519,5301,15544,5316,0.5752,2
15883,5600,15906,5624,0.5942,3
15561,5690,15574,5704,0.6597,3
15885,5306,15907,5324,0.3735,3
15660,5523,15676,5538,0.6484,3
15778,5566,15797,5588,0.6133,3
15747,5276,15770,5288,0.627,2
15660,5237,15699,5261,0.6465,2
15832,5325,15880,5349,0.6587,2
15784,5459,15809,5474,0.5732,2
15971,5314,16030,5342,0.5474,2
15816,5359,15842,5372,0.5811,2
15998,5261,16016,5284,0.4307,2
15655,5722,15676,5750,0.5571,3
15602,5604,15618,5622,0.6304,3
15824,5540,15846,5560,0.6211,3
15617,5494,15640,5506,0.6094,3
15818,5560,15846,5581,0.6089,3
15505,5602,15522,5618,0.604,3
15687,5472,15706,5484,0.4431,3
15893,5557,15916,5587,0.5234,3
15580,5394,15609,5406,0.5171,2
15854,5710,15872,5731,0.3853,3
15851,5633,15872,5661,0.3948,3
15764,5605,15788,5618,0.3469,2
15687,5508,15703,5529,0.5664,3
15826,5429,15848,5442,0.2637,3
15507,5283,15545,5301,0.561,2
15814,5495,15828,5510,0.5083,3
15554,5556,15571,5572,0.4158,3
15622,5564,15644,5582,0.3638,2
15668,5422,15695,5441,0.4753,3
15715,5502,15737,5525,0.4246,3
15834,5502,15853,5520,0.4124,3
15600,5560,15623,5586,0.4519,2
15991,5232,16005,5253,0.3345,2
15529,5547,15556,5559,0.4158,2
15883,5455,15913,5493,0.2822,3
15647,5428,15664,5442,0.4448,3
15905,5440,15947,5473,0.3921,1
15505,5589,15522,5603,0.4807,3
15838,5717,15858,5743,0.2356,3
15873,5658,15897,5677,0.2515,3
15834,5650,15858,5685,0.4824,-100
15664,5542,15680,5552,0.3567,3
15507,5712,15524,5726,0.2769,3
15919,5528,15947,5548,0.2715,3
15980,5430,16010,5467,0.3328,1
15701,5505,15715,5525,0.3638,3
15692,5506,15712,5528,0.356,3
15882,5428,15909,5454,0.2106,3
15944,5444,15966,5468,0.2542,1
15551,5478,15577,5488,0.3008,2
15957,5606,15970,5619,0.2029,3
15859,5440,15884,5457,0.3066,-100
15980,5243,15990,5259,0.1923,3
15525,5480,15548,5492,0.2062,2
15575,5565,15586,5579,0.1802,3
15914,5561,15928,5592,0.2211,3
15890,5390,15907,5416,0.2561,-100
15906,5377,16039,5481,0.2413,1
15518,5676,15534,5687,0.1715,2
15640,5554,15655,5568,0.2089,-100
15718,5328,15735,5339,0.1832,2
15854,5682,15866,5696,0.1658,3
15825,5684,15853,5708,0.1956,-100
15582,5556,15597,5570,0.1949,-100
15620,5618,15634,5632,0.1913,-100
15594,5522,15631,5538,0.1617,2
15739,5702,15755,5733,0.173,-100
15794,5716,15814,5756,0.1719,-100
15928,5398,15952,5423,0.1681,-100
15679,5247,15707,5260,0.161,2
15835,5478,15860,5490,0.1584,-100
15663,5534,15677,5550,0.1545,-100
16054,5292,16108,5340,0.3494,1
16036,5347,16077,5375,0.3635,1
16140,5314,16180,5351,0.3652,1
16061,5510,16085,5537,0.1913,3
16276,5237,16295,5260,0.2788,2
16030,5469,16056,5485,0.5659,3
16165,5290,16192,5311,0.4048,3
16137,5377,16158,5403,0.3721,2
16179,5238,16251,5289,0.4902,1
16119,5375,16138,5394,0.4158,-100
16208,5319,16218,5336,0.2487,-100
16144,5297,16167,5320,0.2157,-100
16099,5424,16108,5436,0.2134,-100
16152,5230,16183,5262,0.2069,-100
2559,6179,2591,6234,0.8047,2
2593,6245,2625,6274,0.6553,2
2462,6065,2493,6145,0.7617,2
2546,6116,2592,6189,0.6938,2
2672,5930,2710,5969,0.6587,2
2524,5984,2548,6049,0.6387,2
2371,5781,2396,5831,0.6079,2
2559,5772,2599,5792,0.5601,2
2410,6208,2426,6226,0.2966,3
2642,5908,2682,5944,0.5576,2
2524,6074,2554,6103,0.5635,2
2541,6226,2569,6274,0.561,2
2385,6030,2407,6059,0.4175,2
2407,5891,2433,5935,0.5029,2
2496,5856,2551,5900,0.4834,2
2596,6222,2617,6244,0.3965,2
2381,6065,2404,6101,0.437,2
2396,5939,2412,5965,0.3738,2
2417,5856,2442,5884,0.4097,2
2529,5742,2542,5770,0.3516,2
2385,6079,2410,6168,0.3645,2
2506,5907,2535,5940,0.3125,2
2526,5906,2554,5940,0.2781,2
2594,5828,2647,5869,0.2185,2
2617,6214,2644,6246,0.1801,-100
2598,5780,2620,5826,0.168,2
2375,5979,2388,6016,0.1637,2
2450,5903,2474,5930,0.1632,2
2386,6232,2415,6274,0.158,-100
3128,5842,3177,5873,0.8174,1
3084,5830,3120,5869,0.7759,1
3090,5876,3128,5905,0.6592,1
3112,5814,3146,5845,0.6841,1
3043,5958,3063,5990,0.3601,1
3006,5791,3034,5823,0.5967,1
2856,5780,2883,5808,0.6768,2
2856,6044,2889,6082,0.6621,2
3154,6214,3200,6271,0.4231,2
2911,5969,2939,6009,0.4656,1
2832,5799,2860,5830,0.4482,2
3175,5780,3204,5809,0.5669,1
3123,6133,3158,6179,0.7207,2
2774,6007,2806,6045,0.748,2
3058,5945,3102,5982,0.7017,1
3126,6026,3157,6061,0.4211,1
3120,5913,3150,5940,0.5356,1
3094,5979,3128,6007,0.6572,1
3098,6010,3126,6032,0.3862,1
2745,6148,2782,6200,0.7104,2
2913,5798,2943,5832,0.3362,1
2832,6056,2854,6081,0.5078,2
3024,5821,3049,5856,0.3323,1
2825,6130,2857,6165,0.6514,2
3009,5942,3030,5974,0.5059,2
2949,5801,2978,5825,0.2167,1
3067,5908,3105,5941,0.6143,1
2956,6067,2996,6088,0.645,2
3007,5902,3030,5939,0.5757,2
3030,6075,3100,6124,0.6597,2
2776,6106,2800,6150,0.5781,2
2852,5870,2876,5906,0.5293,2
2960,5940,2996,5966,0.3674,1
2904,6041,2920,6067,0.3247,3
2806,6076,2827,6111,0.5591,2
2956,6046,2994,6067,0.5571,2
3093,5773,3112,5793,0.2258,3
3007,5993,3028,6014,0.3469,2
3186,6190,3209,6244,0.4258,2
2980,5747,2998,5767,0.356,2
2850,6232,2872,6272,0.427,2
2952,6022,2969,6042,0.3782,3
2824,6180,2866,6236,0.4326,2
3082,5901,3109,5926,0.3433,1
2950,5921,2969,5958,0.3108,2
2845,6096,2868,6123,0.3618,2
3047,6029,3067,6058,0.4045,2
2893,6018,2905,6033,0.197,3
2854,5836,2872,5858,0.1844,2
2873,6172,2895,6230,0.2944,2
2951,6009,2969,6025,0.2903,-100
2701,5962,2751,6013,0.2773,2
2876,5940,2894,5960,0.2783,-100
2870,6168,2891,6206,0.2542,2
2850,5911,2872,5932,0.2128,2
2804,5741,2829,5770,0.1904,2
2877,6200,2895,6230,0.1644,2
3439,6208,3492,6264,0.4888,1
3448,6172,3483,6200,0.8052,1
3268,5794,3300,5853,0.7402,2
3406,6226,3454,6278,0.8213,1
3556,6022,3594,6053,0.7305,1
3237,5775,3275,5811,0.4526,2
3494,5899,3524,5930,0.4578,1
3372,6240,3403,6280,0.7671,1
3514,6099,3551,6137,0.7681,1
3353,6067,3400,6102,0.7275,2
3323,6019,3353,6059,0.5156,1
3690,5978,3730,6008,0.7402,1
3306,5809,3339,5852,0.4082,1
3403,5740,3444,5766,0.7588,2
3674,6037,3717,6074,0.7725,1
3351,5960,3389,5988,0.6616,1
3412,5944,3431,5981,0.4314,1
3421,6069,3440,6095,0.3062,1
3511,6050,3538,6081,0.7422,1
3706,6235,3742,6278,0.6938,1
3236,6164,3268,6198,0.7471,1
3379,5931,3421,5964,0.4651,1
3236,6068,3272,6108,0.7285,1
3664,6083,3689,6122,0.6704,1
3422,6171,3444,6206,0.3643,1
3363,5908,3381,5945,0.3674,2
3318,6233,3360,6261,0.644,1
3666,5946,3702,5986,0.6528,1
3646,5992,3679,6026,0.6567,1
3474,6095,3503,6147,0.5864,2
3552,6124,3592,6148,0.5923,1
3665,5794,3704,5846,0.6699,2
3554,5844,3608,5870,0.6079,2
3506,5935,3541,5957,0.4106,1
3595,6116,3636,6153,0.6489,1
3440,5789,3466,5806,0.5742,2
3482,5755,3524,5779,0.6396,2
3405,5769,3433,5789,0.6519,2
3537,5797,3558,5821,0.3105,3
3651,6127,3686,6161,0.585,1
3529,5880,3557,5916,0.6001,2
3681,6006,3718,6037,0.6455,1
3297,6038,3320,6070,0.3264,1
3246,5864,3273,5884,0.427,2
3629,5850,3670,5867,0.6226,2
3599,5822,3656,5853,0.5503,2
3450,5776,3471,5794,0.562,2
3532,6049,3558,6079,0.6094,1
3516,5783,3532,5800,0.3704,3
3554,5792,3582,5816,0.3337,2
3501,5786,3515,5804,0.4863,2
3380,5744,3401,5765,0.5283,2
3614,5794,3650,5830,0.5098,2
3242,6113,3276,6165,0.5503,1
3410,6114,3431,6134,0.2357,3
3614,5780,3654,5807,0.521,2
3712,5786,3742,5819,0.321,2
3463,5851,3489,5878,0.4158,2
3420,5992,3452,6024,0.2373,1
3286,5961,3315,6022,0.5195,2
3702,5820,3728,5837,0.4768,2
3509,5956,3536,5971,0.3162,2
3356,5997,3378,6017,0.4331,2
3316,5940,3352,5989,0.3928,2
3446,5743,3484,5763,0.4675,2
3613,5978,3629,6007,0.2196,1
3704,5927,3728,5944,0.2803,1
3680,6162,3712,6192,0.2288,1
3574,5822,3592,5834,0.3027,2
3578,5800,3610,5823,0.2097,2
3573,5780,3592,5798,0.2427,2
3388,6012,3416,6036,0.1831,2
3604,5974,3624,6005,0.1979,1
3504,6230,3535,6274,0.2922,2
3591,5939,3609,5954,0.2249,2
3717,6189,3739,6217,0.2202,2
3245,6198,3288,6238,0.2435,1
3572,5781,3608,5805,0.2073,2
3442,5779,3470,5802,0.226,2
3396,5815,3422,5843,0.2229,2
3677,5777,3698,5795,0.1696,2
3559,5959,3590,5983,0.205,-100
3384,6018,3408,6048,0.2018,-100
3267,5770,3294,5802,0.1658,2
3238,5839,3271,5862,0.1638,2
3594,5867,3609,5882,0.1787,-100
3921,5797,3961,5845,0.8379,1
3773,5755,3821,5790,0.8296,1
3866,5792,3904,5827,0.8228,1
3785,6060,3828,6101,0.8174,1
3792,5899,3832,5933,0.7983,1
3902,5934,3938,5976,0.812,1
3924,6200,3980,6248,0.813,1
3787,6219,3824,6251,0.7935,1
4202,5829,4244,5858,0.5063,1
4054,5885,4092,5929,0.6958,1
3738,6176,3777,6204,0.77,1
3908,6020,3948,6057,0.6768,1
3948,6048,3981,6084,0.7686,1
3867,5925,3892,5968,0.75,1
4175,6216,4212,6250,0.4849,1
3781,6007,3825,6051,0.7568,1
3747,5988,3784,6025,0.7515,1
3830,5821,3858,5851,0.7109,1
4190,5917,4218,5948,0.6821,1
3848,5860,3871,5890,0.5854,1
3888,6199,3918,6230,0.5654,1
3832,5900,3852,5931,0.5532,1
4077,6170,4106,6194,0.394,1
4167,5953,4196,5980,0.6006,1
4154,6204,4176,6224,0.3762,3
4211,5912,4238,5948,0.5698,1
3946,6091,3969,6115,0.2986,1
3814,6156,3836,6180,0.2949,1
3920,5971,3964,6007,0.605,1
4058,5950,4092,5988,0.5728,2
3968,6161,4000,6180,0.5029,1
3850,6091,3872,6109,0.4924,1
3969,5768,4001,5797,0.5674,1
3812,5806,3832,5829,0.4502,1
3976,5913,4004,5974,0.4861,1
3732,6147,3753,6172,0.2703,1
3922,6242,3960,6278,0.5273,1
3802,5948,3847,5985,0.5083,1
3874,5767,3927,5785,0.3491,1
4036,6152,4071,6182,0.3315,1
3955,5765,3975,5795,0.4106,1
3764,6240,3800,6273,0.4727,1
3896,6236,3919,6264,0.4241,1
3846,5996,3876,6024,0.4385,1
4101,5851,4122,5894,0.4202,2
3873,6073,3889,6095,0.3467,1
4012,6122,4055,6162,0.3274,2
4149,5931,4174,5967,0.4329,2
3960,6169,3978,6190,0.1958,1
3736,5803,3764,5825,0.2866,1
4104,6144,4125,6184,0.3914,2
3868,6135,3895,6156,0.3103,2
4077,5747,4106,5780,0.3018,2
3996,5986,4034,6020,0.1979,1
4012,5768,4054,5816,0.1638,-100
4313,6158,4354,6198,0.5352,1
4492,6083,4526,6140,0.5308,1
4541,5865,4584,5901,0.7461,1
4379,6166,4424,6217,0.7881,2
4594,5735,4620,5780,0.7661,2
4530,6091,4570,6124,0.7729,1
4349,6092,4382,6123,0.6699,1
4300,6198,4326,6240,0.7861,2
4708,6046,4751,6088,0.7495,1
4670,6066,4712,6103,0.7354,1
4499,5828,4540,5867,0.6504,1
4275,5898,4320,5936,0.7617,2
4282,5827,4312,5858,0.4021,1
4273,6235,4311,6263,0.5337,1
4352,5742,4390,5781,0.5718,1
4622,6146,4658,6192,0.6948,1
4271,6064,4308,6102,0.6431,2
4390,6236,4420,6266,0.6021,1
4514,5970,4568,5998,0.751,2
4454,6152,4495,6192,0.7388,1
4232,6222,4268,6256,0.1971,1
4250,6178,4286,6221,0.4878,2
4710,6083,4746,6116,0.6553,1
4341,6004,4364,6045,0.3662,2
4475,6235,4522,6274,0.7422,1
4298,5857,4320,5880,0.5542,3
4518,6156,4553,6182,0.7061,1
4708,6170,4752,6208,0.5015,1
4415,5751,4452,5785,0.4517,1
4484,6179,4522,6202,0.7075,1
4404,5833,4434,5866,0.3813,1
4620,6008,4655,6024,0.6987,2
4616,6036,4642,6066,0.4053,1
4591,6102,4615,6128,0.519,1
4278,5771,4312,5816,0.4165,1
4359,5835,4378,5854,0.478,3
4641,5803,4671,5836,0.4514,1
4660,6234,4684,6292,0.5562,1
4568,6197,4615,6244,0.6104,1
4648,5736,4692,5781,0.623,2
4583,6055,4603,6096,0.4854,2
4610,5819,4636,5839,0.386,2
4417,6061,4447,6100,0.3901,1
4522,5740,4560,5785,0.4749,2
4692,5964,4730,5998,0.2932,2
4550,6061,4580,6091,0.2688,1
4226,5956,4263,5984,0.4807,2
4576,5890,4604,5914,0.4333,1
4460,6191,4490,6220,0.5474,1
4227,5794,4257,5824,0.2627,1
4602,5856,4625,5899,0.4592,2
4687,6163,4706,6226,0.5601,2
4714,6234,4744,6274,0.4573,2
4296,6120,4324,6160,0.4668,2
4419,5901,4456,5936,0.563,2
4724,6027,4751,6052,0.3442,1
4360,5908,4393,5955,0.5552,2
4480,5866,4507,5890,0.3669,2
4371,5959,4385,5969,0.2477,3
4725,5745,4766,5761,0.429,2
4586,6024,4618,6049,0.3992,2
4436,6214,4476,6256,0.2683,1
4712,5766,4732,5779,0.2437,2
4302,5796,4323,5818,0.2427,1
4406,5896,4427,5915,0.1649,2
4331,5760,4361,5796,0.2354,2
4436,6214,4462,6242,0.2213,1
4504,6163,4523,6180,0.1661,1
4678,5788,4726,5818,0.168,2
4482,6204,4514,6232,0.1624,1
5124,6172,5154,6204,0.4985,3
5066,6112,5105,6165,0.6997,1
5224,6119,5260,6177,0.5322,5
4875,6076,4922,6122,0.3523,1
5013,5956,5058,5988,0.5312,2
4879,5807,4918,5840,0.5552,1
5101,6009,5138,6044,0.7109,1
4920,6060,4948,6095,0.5537,2
4905,5911,4939,5943,0.2776,2
5208,6044,5248,6082,0.5688,1
5084,6066,5135,6100,0.4187,2
4866,6212,4902,6236,0.2617,5
5150,5911,5187,5946,0.2642,5
5191,6153,5216,6191,0.5566,1
5224,6246,5259,6278,0.3252,2
5078,5884,5108,5923,0.4211,1
4772,6127,4801,6152,0.3621,5
5184,5812,5222,5847,0.3972,1
4769,6148,4810,6184,0.4863,5
4890,6138,4930,6182,0.2852,1
5162,6093,5195,6135,0.4067,1
4867,5977,4901,6008,0.5005,2
5010,6164,5035,6184,0.4812,3
4936,6122,4962,6152,0.3059,1
4844,6094,4867,6122,0.3286,2
4975,5792,5004,5819,0.3169,1
4780,6240,4809,6278,0.1884,5
4913,6248,4942,6270,0.2739,3
4783,6036,4822,6076,0.707,2
4855,5751,4879,5779,0.5522,2
5160,6226,5191,6268,0.4426,1
5033,5815,5068,5856,0.4041,1
5118,5745,5144,5767,0.5039,2
5120,6216,5142,6250,0.4797,3
5032,6154,5074,6192,0.3237,1
4942,6074,4961,6114,0.6665,2
4906,5938,4942,5971,0.2178,2
4961,6240,4990,6274,0.3157,3
5058,5788,5087,5817,0.3845,1
5245,6052,5270,6092,0.3662,1
4799,6200,4826,6228,0.356,3
4928,5796,4947,5811,0.223,1
5212,5783,5252,5814,0.335,2
5008,5750,5026,5780,0.4587,2
4948,5796,4970,5813,0.2952,1
5083,6192,5109,6228,0.2632,2
5040,5931,5075,5958,0.2969,2
4945,5839,4966,5870,0.416,2
5197,5998,5249,6035,0.246,1
5226,5754,5247,5788,0.2267,2
5082,5834,5118,5879,0.1807,2
4965,5857,4996,5904,0.225,1
4852,5898,4882,5941,0.3647,2
4773,6204,4800,6230,0.2448,2
5200,5980,5225,6006,0.4055,1
4930,5933,4957,5963,0.1927,1
4963,6119,5001,6160,0.3428,1
4839,5873,4863,5919,0.3335,2
5036,6212,5056,6236,0.2512,2
4800,5768,4832,5793,0.5,2
4915,5851,4928,5866,0.3884,3
4763,5962,4806,6004,0.3052,1
5101,5919,5127,5970,0.1829,5
5073,6231,5091,6259,0.2708,3
5105,6110,5122,6145,0.3198,2
5242,5743,5270,5762,0.2083,2
4833,6136,4873,6173,0.2216,5
5088,5860,5114,5883,0.3179,-100
4805,6235,4822,6252,0.3162,-100
4844,5931,4866,5962,0.2487,2
4793,5778,4819,5797,0.2352,2
5065,6174,5089,6200,0.2043,-100
4911,5924,4954,5960,0.1913,-100
4980,6118,5002,6153,0.1842,-100
5101,5946,5122,5970,0.1815,-100
5020,5851,5051,5878,0.1594,-100
5392,6151,5437,6189,0.8271,1
5252,5854,5289,5889,0.7163,1
5575,6104,5618,6130,0.7871,1
5728,5815,5766,5851,0.7573,1
5729,5946,5769,5980,0.7759,1
5372,5900,5404,5927,0.7729,1
5590,5800,5634,5845,0.6289,1
5329,5836,5367,5879,0.7754,1
5526,5757,5562,5796,0.5679,1
5748,5922,5800,5955,0.7578,1
5734,6208,5773,6240,0.7441,1
5514,6044,5552,6081,0.7549,1
5329,6012,5361,6043,0.6406,1
5353,6095,5397,6123,0.6953,1
5290,5735,5323,5768,0.7407,1
5522,6196,5558,6232,0.7334,1
5506,6093,5547,6131,0.749,1
5536,5876,5560,5910,0.5269,1
5291,5831,5324,5868,0.7285,1
5691,6096,5730,6119,0.5137,2
5491,6232,5524,6265,0.7212,1
5279,6092,5316,6143,0.7163,1
5590,6064,5635,6090,0.7168,1
5330,5876,5369,5921,0.6533,1
5393,6012,5431,6038,0.7095,1
5282,5780,5320,5814,0.6436,1
5304,6245,5335,6270,0.71,1
5397,6075,5424,6111,0.6699,1
5417,6053,5454,6088,0.7012,1
5569,6164,5604,6196,0.6919,1
5358,5934,5388,5976,0.5503,1
5471,6096,5499,6117,0.6675,1
5707,5840,5738,5881,0.6592,1
5463,6045,5491,6095,0.6353,1
5259,5767,5282,5802,0.6353,1
5315,6125,5340,6170,0.6611,1
5591,5755,5617,5794,0.5361,1
5485,5830,5514,5870,0.5142,1
5746,6136,5767,6180,0.5093,1
5462,5918,5492,5973,0.5752,2
5511,6126,5540,6148,0.6323,1
5696,5889,5746,5926,0.5972,1
5403,6039,5443,6069,0.5625,1
5334,6170,5376,6196,0.3867,1
5679,5808,5711,5862,0.4956,1
5266,6228,5294,6258,0.5776,1
5516,5863,5534,5895,0.4043,2
5762,6132,5789,6168,0.4807,1
5694,5941,5714,5963,0.3486,1
5345,6123,5373,6167,0.478,1
5700,6236,5734,6271,0.241,2
5621,6070,5666,6106,0.3914,1
5745,6043,5779,6070,0.3252,1
5441,5789,5470,5811,0.4033,1
5525,6134,5549,6166,0.4124,1
5588,5881,5621,5904,0.2834,2
5734,5867,5756,5889,0.2603,1
5431,5795,5454,5826,0.3723,1
5268,5748,5290,5770,0.3577,1
5637,5947,5661,5969,0.2051,2
5431,5757,5460,5791,0.2179,1
5332,5919,5357,5946,0.2147,-100
5712,5822,5723,5832,0.2114,-100
5732,6239,5770,6264,0.183,-100
5694,5889,5724,5913,0.151,-100
5763,5735,5810,5793,0.8721,1
6237,5978,6268,6012,0.7188,1
6110,5945,6158,5979,0.6636,1
6100,6102,6140,6140,0.4543,1
6152,5916,6187,5950,0.7227,1
6184,5883,6214,5919,0.5117,1
6186,5750,6222,5794,0.6309,1
6082,6164,6116,6198,0.6577,2
6113,6191,6139,6215,0.6816,3
6185,5926,6212,5952,0.2932,1
6186,6225,6209,6247,0.4751,3
6130,5884,6168,5918,0.4016,1
6200,5995,6244,6029,0.6582,1
5884,5853,5913,5882,0.5215,1
5765,6113,5812,6137,0.6997,1
6000,5797,6048,5837,0.6509,2
5800,6205,5837,6241,0.5962,1
6116,6064,6136,6090,0.3818,2
5848,5869,5885,5907,0.5522,1
6107,5798,6137,5822,0.4194,1
6252,5870,6274,5914,0.5981,2
6100,6241,6145,6274,0.6777,2
6120,6014,6170,6042,0.6562,2
6250,5739,6292,5766,0.5596,1
6112,5764,6138,5796,0.4734,1
6247,5795,6271,5821,0.4734,1
6251,6170,6281,6195,0.3311,2
6212,5870,6244,5904,0.3931,1
6078,6003,6116,6026,0.6323,2
6188,5821,6240,5847,0.582,2
5885,6251,5943,6273,0.5791,2
5767,6004,5798,6022,0.4299,2
6037,6210,6071,6234,0.5679,2
5888,5784,5912,5820,0.2847,1
6184,6088,6198,6117,0.5483,2
5834,6103,5875,6143,0.5498,2
6264,5934,6301,5968,0.447,1
5959,6246,5989,6266,0.4001,2
6184,6189,6216,6216,0.3306,2
5784,6134,5804,6159,0.2844,1
5965,5927,5992,5962,0.5269,2
5819,6059,5866,6092,0.4019,2
6252,5824,6284,5843,0.356,2
5866,5770,5900,5793,0.2451,1
5999,6247,6010,6258,0.2247,3
6225,6089,6260,6121,0.1672,2
5895,5784,5924,5833,0.2344,-100
6243,6226,6264,6261,0.1589,2
6083,6030,6122,6046,0.2216,2
6160,6060,6184,6080,0.1744,2
5770,5838,5812,5878,0.1624,1
6147,5815,6163,5827,0.1901,-100
6593,6066,6636,6098,0.8506,1
6765,5771,6796,5807,0.8296,1
6288,5944,6331,5988,0.8311,1
6426,6033,6468,6071,0.6045,1
6551,6063,6588,6106,0.8062,1
6740,5935,6780,5973,0.7803,1
6448,5991,6484,6033,0.4526,2
6566,6132,6600,6162,0.7554,1
6357,6146,6391,6186,0.6997,1
6530,5838,6566,5878,0.7559,1
6496,6194,6527,6218,0.4521,1
6334,5882,6376,5919,0.7148,1
6769,5824,6804,5852,0.7026,1
6707,5933,6742,5960,0.4744,1
6354,6199,6392,6235,0.686,1
6643,6057,6676,6089,0.7505,1
6694,5738,6720,5770,0.6289,1
6729,5783,6770,5828,0.7412,1
6274,6047,6316,6088,0.7632,1
6285,6013,6333,6048,0.7598,1
6394,5787,6416,5830,0.5073,2
6555,6035,6587,6064,0.7285,1
6420,6188,6452,6223,0.407,1
6297,5769,6340,5813,0.5718,1
6306,6058,6348,6101,0.7188,1
6780,6185,6802,6219,0.6216,1
6457,6196,6495,6216,0.3965,1
6604,5850,6634,5884,0.3398,2
6583,6175,6616,6195,0.6089,2
6731,6212,6778,6248,0.6611,1
6618,5875,6657,5916,0.269,5
6311,6087,6346,6118,0.6748,1
6552,6164,6578,6182,0.3669,1
6770,5899,6792,5925,0.2927,1
6705,6240,6726,6262,0.3313,1
6341,6233,6368,6253,0.5669,1
6773,6011,6790,6036,0.2996,1
6540,5761,6570,5799,0.5889,2
6638,5810,6656,5827,0.447,3
6684,5841,6733,5868,0.5786,2
6714,6038,6736,6060,0.366,2
6410,5965,6439,5999,0.3704,1
6386,5976,6415,5994,0.3662,2
6292,5744,6323,5771,0.3062,1
6628,5751,6660,5783,0.4736,1
6699,6190,6726,6224,0.3508,1
6527,5933,6546,5955,0.3767,1
6598,5996,6612,6028,0.3911,2
6684,5979,6708,6010,0.3223,1
6648,6195,6688,6232,0.3015,2
6290,5858,6326,5883,0.3391,1
6311,5859,6351,5883,0.291,2
6729,6226,6748,6248,0.2266,1
6460,6168,6491,6194,0.2529,1
6640,5912,6664,5938,0.2739,-100
6774,5852,6804,5878,0.224,-100
6311,6106,6344,6140,0.2135,1
6649,6194,6677,6214,0.1838,-100
6394,6222,6418,6247,0.1686,-100
6588,5872,6599,5887,0.1561,-100
6928,6130,6969,6164,0.8511,1
6917,6221,6955,6267,0.8359,1
6888,6116,6923,6146,0.8154,1
6792,5767,6825,5808,0.7866,1
6845,5888,6868,5926,0.6567,1
7018,6050,7052,6082,0.7676,1
6985,6236,7008,6268,0.6255,1
7290,5911,7312,5953,0.6211,1
6950,6177,6980,6214,0.5859,1
6953,5869,6983,5900,0.5283,2
6802,6224,6834,6244,0.6792,1
7192,5800,7214,5837,0.5557,2
7098,5889,7134,5919,0.5068,2
6833,5822,6878,5854,0.4358,1
7085,5930,7112,5963,0.3262,1
6803,5810,6833,5848,0.6064,1
7146,6216,7172,6258,0.6377,2
6802,6146,6829,6173,0.4561,1
6876,5833,6897,5866,0.4136,2
7013,6019,7045,6049,0.5542,1
6799,5958,6826,5994,0.4739,1
6781,6036,6824,6059,0.5049,2
7040,6062,7086,6101,0.2336,1
7280,6082,7294,6114,0.4468,2
7077,5906,7102,5929,0.3528,2
6857,6174,6898,6210,0.5127,1
6802,5893,6823,5928,0.415,1
7088,6176,7113,6208,0.4724,2
6814,5878,6835,5906,0.4199,1
7035,5994,7054,6020,0.2305,1
6862,5948,6880,5968,0.3655,2
6851,5799,6870,5815,0.198,3
7293,6050,7328,6087,0.2773,1
7016,5891,7043,5908,0.2212,2
6928,5938,6944,5956,0.2673,2
7149,6176,7197,6217,0.2218,2
7134,5965,7145,5981,0.152,2
7040,6126,7078,6146,0.1703,2
7078,6040,7093,6070,0.1681,-100
6982,6143,7009,6165,0.16,-100
6830,5823,6853,5853,0.1533,-100
7741,5860,7807,5943,0.8062,2
7634,5844,7673,5881,0.7622,1
7730,6024,7758,6066,0.7397,2
7704,5788,7731,5813,0.4077,2
7688,6204,7716,6242,0.6924,2
7520,5995,7548,6022,0.5503,1
7444,5792,7494,5859,0.689,1
7477,6036,7492,6058,0.3489,3
7497,6144,7523,6177,0.4138,3
7646,5811,7669,5841,0.647,1
7740,5800,7765,5854,0.6719,2
7528,6220,7554,6248,0.4514,2
7484,6194,7504,6222,0.3308,2
7395,5849,7433,5873,0.5938,1
7699,6050,7727,6090,0.6279,2
7596,6204,7610,6218,0.4927,3
7540,6110,7567,6159,0.6138,2
7554,5912,7569,5930,0.4802,2
7425,6090,7450,6120,0.3416,3
7368,5802,7391,5840,0.5713,1
7355,6126,7385,6187,0.2773,2
7334,5966,7355,5990,0.1647,1
7454,6198,7480,6240,0.5337,2
7405,6111,7424,6127,0.5327,3
7464,6140,7496,6188,0.207,1
7420,6145,7436,6163,0.416,3
7552,5933,7564,5954,0.4653,2
7508,6022,7537,6057,0.5151,1
7313,5953,7326,5977,0.2118,3
7336,6014,7364,6040,0.3604,3
7332,6088,7369,6135,0.3484,1
7381,6085,7400,6108,0.26,3
7638,5782,7650,5795,0.2781,2
7510,5894,7532,5932,0.5005,2
7448,6115,7471,6149,0.2274,3
7330,6046,7362,6088,0.332,1
7594,5789,7605,5816,0.4756,2
