x0,y0,x1,y1,score,label
15136,3577,15155,3598,0.157,2
15427,3370,15445,3386,0.1602,3
15033,3470,15053,3486,0.162,2
15438,3646,15455,3660,0.181,3
15412,3227,15427,3242,0.1807,-100
15019,3570,15047,3587,0.1738,3
15484,3458,15503,3476,0.1681,3
15283,3301,15298,3321,0.1677,-100
15214,3470,15232,3488,0.1606,3
15152,3692,15162,3705,0.155,3
15314,3275,15340,3293,0.1561,-100
15378,3270,15411,3290,0.1548,-100
15324,3390,15354,3416,0.1508,3
15517,3396,15538,3419,0.8286,3
15888,3631,15910,3655,0.8174,3
15752,3510,15779,3532,0.8213,3
15734,3412,15758,3439,0.813,3
15731,3208,15755,3229,0.8135,3
15990,3470,16016,3492,0.7993,3
15819,3558,15842,3579,0.8091,3
15573,3319,15598,3341,0.8062,3
15887,3656,15907,3678,0.8013,3
15891,3476,15916,3498,0.7974,3
15707,3603,15729,3622,0.8013,3
15503,3275,15529,3307,0.7866,2
15956,3505,15980,3530,0.7725,3
15568,3293,15587,3318,0.7915,3
15823,3498,15847,3521,0.793,3
15551,3451,15570,3475,0.7808,3
15860,3355,15878,3376,0.7871,3
15499,3604,15526,3630,0.4358,2
15509,3325,15531,3348,0.7915,3
15637,3331,15658,3355,0.7861,3
15516,3440,15542,3464,0.7251,3
15904,3646,15929,3666,0.7915,3
15882,3488,15905,3512,0.771,3
15571,3418,15593,3442,0.6519,3
15636,3292,15658,3311,0.7881,3
15864,3464,15888,3482,0.7583,3
15984,3224,16010,3249,0.6514,3
15570,3450,15591,3471,0.77,3
16001,3591,16022,3612,0.7769,3
15510,3509,15547,3538,0.6182,5
15555,3272,15577,3294,0.7739,3
15537,3591,15555,3616,0.6333,3
15545,3246,15566,3268,0.7764,3
15788,3258,15808,3280,0.6929,3
15583,3480,15604,3500,0.7744,3
15772,3593,15794,3612,0.7734,3
15594,3598,15616,3619,0.7495,3
15674,3613,15695,3632,0.77,3
15748,3622,15770,3642,0.7715,3
15776,3458,15799,3476,0.7549,3
15769,3628,15796,3652,0.7656,3
15711,3672,15737,3696,0.7656,3
15888,3541,15920,3560,0.7651,3
15703,3298,15728,3318,0.7651,3
15617,3508,15639,3527,0.7632,3
15830,3427,15856,3449,0.7559,3
15724,3253,15748,3276,0.7607,3
15867,3305,15900,3324,0.4282,3
15658,3354,15677,3374,0.7632,3
15967,3674,15986,3706,0.7417,2
15603,3485,15625,3504,0.7529,3
15560,3197,15578,3221,0.7588,3
15838,3518,15859,3544,0.7388,3
15787,3614,15814,3634,0.7505,3
15984,3502,16008,3529,0.6938,3
15762,3272,15780,3298,0.7266,3
15791,3380,15818,3408,0.6504,3
15765,3549,15785,3570,0.7539,3
15698,3424,15724,3442,0.7485,3
15609,3209,15627,3231,0.7446,3
15674,3365,15695,3386,0.7524,3
15976,3580,16001,3604,0.7466,3
15569,3257,15589,3279,0.7505,3
15810,3418,15831,3441,0.7373,3
15945,3340,15973,3358,0.689,2
15588,3686,15612,3708,0.7451,3
15682,3443,15702,3462,0.7515,3
15535,3482,15555,3505,0.7451,3
15513,3549,15539,3578,0.4443,2
15796,3290,15817,3316,0.6284,3
16000,3438,16024,3459,0.71,3
15698,3492,15718,3515,0.7349,3
15852,3204,15875,3235,0.708,2
15796,3636,15818,3659,0.7275,3
15850,3497,15876,3517,0.4917,3
15715,3448,15753,3479,0.6948,2
15686,3238,15708,3260,0.6992,3
15551,3315,15571,3338,0.73,3
15795,3345,15814,3366,0.7222,3
15630,3491,15654,3511,0.7188,3
15864,3178,15890,3208,0.7231,2
15730,3592,15751,3613,0.7261,3
15762,3609,15785,3629,0.7271,3
15700,3229,15721,3245,0.7212,3
15637,3270,15658,3290,0.7275,3
15649,3480,15665,3500,0.7197,3
15860,3530,15887,3553,0.7173,3
15939,3526,15968,3547,0.7192,3
15547,3509,15566,3530,0.7085,3
15787,3575,15812,3595,0.7031,3
15968,3398,15996,3424,0.6387,3
15833,3652,15857,3671,0.7124,3
15536,3424,15556,3444,0.5029,3
15961,3480,15991,3505,0.6943,3
15972,3621,16002,3638,0.4958,3
15586,3244,15606,3264,0.7148,3
15700,3361,15723,3386,0.7056,3
15621,3460,15644,3483,0.4048,3
15852,3641,15874,3658,0.7065,3
15683,3494,15699,3518,0.6948,3
15864,3627,15888,3646,0.6626,3
15633,3252,15658,3268,0.6992,3
15738,3654,15756,3674,0.7031,3
15756,3575,15782,3597,0.6953,3
15904,3276,15936,3296,0.6079,2
15538,3300,15555,3318,0.6821,3
15738,3573,15758,3588,0.6997,3
15693,3584,15723,3602,0.6787,3
15838,3226,15858,3257,0.665,2
15734,3295,15763,3322,0.4558,2
15657,3315,15680,3338,0.6909,3
15950,3562,15974,3579,0.686,3
15932,3491,15952,3508,0.6851,3
15968,3254,15990,3279,0.47,3
15742,3680,15767,3706,0.6279,3
15573,3562,15596,3578,0.6421,3
15823,3594,15844,3613,0.6797,3
15634,3231,15654,3251,0.6636,3
15828,3275,15846,3292,0.647,3
15902,3505,15929,3530,0.6777,3
15811,3207,15836,3233,0.4419,3
15582,3228,15598,3246,0.6792,3
15517,3422,15534,3439,0.6606,3
15590,3203,15611,3224,0.6719,3
15660,3289,15687,3310,0.6592,3
15629,3545,15649,3565,0.6724,3
15661,3271,15683,3289,0.6753,3
15689,3332,15717,3353,0.6602,3
15669,3340,15691,3360,0.6709,3
15500,3436,15518,3452,0.6665,3
15805,3438,15826,3458,0.6538,3
15837,3463,15863,3481,0.6631,3
15850,3573,15878,3592,0.6499,3
15882,3564,15902,3585,0.624,3
15823,3622,15844,3643,0.6592,3
15499,3580,15522,3602,0.5923,3
15689,3680,15712,3701,0.6553,3
15747,3545,15765,3570,0.6387,3
15935,3390,15956,3409,0.6528,3
15708,3320,15730,3339,0.6431,3
15708,3244,15727,3265,0.6245,3
15631,3419,15652,3437,0.6353,3
15800,3468,15827,3493,0.3225,2
15756,3394,15777,3416,0.5791,3
15916,3581,15932,3598,0.647,3
15889,3194,15908,3211,0.6348,2
15596,3518,15622,3538,0.627,3
15661,3198,15691,3221,0.2893,2
15683,3556,15699,3577,0.6323,3
15810,3359,15830,3384,0.6118,3
15926,3406,15954,3430,0.6265,3
15824,3579,15842,3595,0.6387,3
15661,3546,15685,3563,0.6201,3
15675,3218,15693,3240,0.4766,3
15774,3427,15791,3449,0.2935,2
15703,3542,15715,3558,0.6289,3
15563,3486,15583,3505,0.6211,3
15773,3393,15797,3423,0.5693,3
15782,3198,15809,3220,0.5269,3
15750,3595,15767,3618,0.605,3
15904,3566,15930,3584,0.6016,3
15863,3670,15882,3690,0.6172,3
15814,3534,15834,3554,0.5957,3
15646,3435,15665,3453,0.6147,3
15922,3549,15947,3568,0.6001,3
15724,3520,15747,3536,0.5908,3
15858,3658,15880,3676,0.604,3
15804,3332,15826,3354,0.5928,3
15783,3543,15803,3562,0.603,3
15917,3448,15939,3464,0.3318,2
15661,3640,15677,3658,0.5454,3
15826,3325,15850,3340,0.5273,3
15626,3351,15645,3370,0.5347,3
15664,3496,15684,3514,0.5859,3
15498,3191,15520,3212,0.4995,3
15815,3309,15842,3333,0.3579,3
15914,3494,15934,3507,0.5713,3
15594,3347,15616,3362,0.4446,3
15590,3444,15618,3472,0.3577,2
15666,3513,15683,3529,0.5742,3
15854,3282,15868,3299,0.4258,3
15585,3280,15608,3322,0.5171,2
15930,3574,15956,3599,0.5674,3
15734,3239,15754,3256,0.5659,3
15953,3402,15969,3429,0.4778,3
15699,3523,15712,3537,0.5684,3
15874,3412,15898,3426,0.5586,2
15690,3384,15710,3400,0.5361,3
15660,3420,15692,3439,0.5439,3
15650,3623,15668,3641,0.5425,3
15917,3464,15932,3484,0.469,3
15958,3578,15976,3596,0.5391,3
15681,3299,15702,3319,0.52,3
15888,3256,15912,3272,0.3953,2
15726,3690,15748,3713,0.4109,3
15685,3192,15705,3215,0.3103,2
15675,3578,15694,3590,0.4785,3
15767,3684,15782,3708,0.4062,3
15622,3267,15636,3298,0.3098,2
15684,3265,15712,3294,0.3718,3
15797,3500,15818,3527,0.4065,3
15942,3622,15970,3635,0.395,2
15637,3528,15659,3552,0.478,3
16004,3420,16030,3440,0.4182,3
15721,3274,15738,3296,0.5278,3
15732,3320,15756,3346,0.3823,2
15813,3231,15832,3251,0.3396,3
15653,3514,15669,3537,0.4924,3
15610,3691,15629,3713,0.5215,3
15770,3528,15789,3548,0.5273,3
15987,3542,16010,3568,0.3889,3
15715,3540,15726,3558,0.5107,3
15671,3246,15686,3265,0.5068,3
15671,3673,15692,3700,0.5093,3
15599,3334,15624,3354,0.4316,3
15984,3388,16008,3406,0.429,2
15687,3317,15706,3329,0.5181,3
15698,3567,15717,3582,0.502,3
15852,3559,15873,3574,0.5132,3
15795,3596,15810,3613,0.5093,3
15665,3443,15681,3462,0.5063,3
15788,3684,15802,3700,0.4988,3
15600,3222,15612,3246,0.458,3
15711,3440,15733,3456,0.4949,3
15616,3614,15641,3634,0.4993,3
15556,3476,15572,3492,0.4963,3
15793,3556,15814,3575,0.4634,3
15903,3530,15936,3545,0.478,3
15826,3253,15838,3267,0.4817,3
15642,3560,15679,3578,0.2861,2
15653,3232,15675,3250,0.4573,3
15969,3437,15998,3457,0.4297,2
15956,3234,15992,3256,0.363,2
15646,3396,15662,3413,0.4253,3
15842,3575,15855,3595,0.4492,3
15644,3453,15664,3466,0.4595,3
15718,3573,15733,3586,0.4302,3
15903,3302,15936,3321,0.2832,3
15761,3534,15775,3550,0.4375,3
15616,3438,15632,3460,0.1898,3
15816,3656,15832,3672,0.4158,3
15884,3519,15903,3537,0.4109,3
15880,3264,15904,3281,0.3596,2
15812,3627,15828,3644,0.3796,3
15662,3466,15682,3480,0.3416,3
15983,3526,16002,3548,0.2852,3
15511,3635,15536,3676,0.3499,2
15763,3185,15784,3205,0.2169,2
15516,3478,15537,3508,0.3557,-100
15655,3418,15673,3436,0.3042,3
15895,3301,15921,3318,0.179,3
15628,3612,15646,3632,0.3052,3
15851,3193,15878,3216,0.3052,2
15819,3645,15840,3657,0.2871,3
15855,3314,15868,3330,0.2065,3
15839,3296,15858,3314,0.2034,3
15677,3326,15692,3339,0.2688,3
15853,3545,15872,3561,0.2544,3
15563,3550,15600,3564,0.1783,3
15822,3583,15842,3605,0.2625,3
15951,3231,15970,3251,0.2546,2
15836,3259,15851,3278,0.1641,3
15498,3481,15536,3513,0.1754,5
15929,3574,15945,3589,0.2379,3
15922,3300,15939,3318,0.1583,2
15779,3660,15790,3674,0.2063,3
15747,3274,15761,3294,0.1572,3
15936,3622,15953,3635,0.2255,-100
15956,3570,15976,3591,0.2126,3
15760,3321,15783,3341,0.1879,2
15586,3225,15614,3246,0.2131,3
15507,3667,15522,3682,0.2137,-100
15817,3648,15836,3666,0.2059,3
15912,3409,15930,3432,0.2079,-100
15718,3518,15736,3534,0.1895,3
15668,3322,15689,3339,0.2007,3
15617,3185,15636,3204,0.1722,3
15734,3594,15762,3616,0.191,3
15733,3533,15751,3548,0.1803,3
15965,3574,15981,3592,0.187,3
15842,3606,15860,3627,0.1652,3
15733,3554,15750,3572,0.1865,-100
15908,3670,15920,3688,0.1577,3
15713,3478,15725,3490,0.1656,3
15872,3647,15887,3663,0.1578,3
15635,3517,15653,3534,0.1571,-100
15984,3527,16008,3561,0.155,-100
15724,3361,15737,3376,0.1501,3
16025,3620,16056,3640,0.7617,3
16033,3412,16058,3440,0.8032,3
16164,3406,16195,3434,0.7075,3
16013,3688,16033,3713,0.8169,3
16285,3558,16308,3583,0.813,3
16230,3397,16254,3427,0.6328,3
16427,3614,16460,3641,0.6089,2
16321,3578,16349,3604,0.7788,3
16245,3350,16264,3371,0.8037,3
16177,3512,16197,3530,0.7886,3
16233,3476,16272,3511,0.5391,5
16363,3452,16388,3478,0.5703,3
16016,3487,16047,3508,0.6724,3
16308,3560,16324,3586,0.771,3
16321,3410,16350,3435,0.7383,3
16182,3607,16208,3626,0.7222,3
16242,3373,16268,3392,0.7349,3
16046,3472,16073,3496,0.6606,3
16075,3440,16101,3472,0.3574,2
16034,3447,16052,3471,0.5869,3
16024,3588,16049,3606,0.5991,3
16035,3507,16057,3535,0.7466,3
16306,3385,16326,3403,0.7612,3
16087,3472,16114,3498,0.5264,3
16171,3658,16193,3682,0.6729,3
16410,3674,16434,3694,0.6953,3
16364,3581,16386,3608,0.5586,3
16326,3470,16347,3497,0.7451,3
16366,3680,16387,3701,0.7471,3
16413,3692,16430,3712,0.7407,3
16140,3688,16171,3712,0.7231,2
16378,3613,16397,3636,0.728,3
16298,3533,16322,3560,0.6675,3
16045,3678,16075,3704,0.6538,2
16342,3656,16359,3679,0.7178,3
16042,3278,16079,3305,0.6685,2
16404,3648,16431,3674,0.624,3
16228,3634,16245,3662,0.5991,3
16193,3526,16220,3554,0.395,3
16070,3204,16092,3233,0.6509,2
16304,3466,16327,3495,0.6729,3
16281,3583,16303,3598,0.7222,3
16266,3658,16286,3686,0.6387,3
16089,3635,16116,3660,0.689,3
16181,3588,16204,3604,0.6802,3
16208,3495,16231,3532,0.4023,2
16285,3393,16305,3414,0.6987,3
16211,3418,16235,3438,0.7114,3
16088,3530,16112,3547,0.6523,3
16474,3544,16506,3577,0.45,2
16050,3500,16074,3523,0.6533,3
16337,3638,16360,3657,0.6147,3
16058,3521,16084,3542,0.6304,3
16323,3542,16344,3572,0.6289,3
16180,3481,16208,3510,0.6353,3
16240,3588,16265,3608,0.4595,3
16204,3595,16234,3619,0.6362,3
16081,3510,16122,3531,0.3816,3
16126,3646,16146,3668,0.7026,3
16075,3578,16095,3592,0.6694,2
16360,3640,16376,3666,0.5996,3
16384,3648,16405,3674,0.4841,3
16455,3652,16474,3670,0.5928,3
16067,3485,16090,3509,0.4609,3
16302,3500,16326,3524,0.6665,3
16324,3508,16346,3537,0.5342,3
16214,3308,16238,3332,0.3184,2
16205,3330,16233,3348,0.561,3
16286,3436,16313,3458,0.5723,3
16254,3392,16274,3418,0.6392,3
16165,3492,16180,3506,0.6479,3
16063,3605,16100,3636,0.647,2
16114,3533,16138,3557,0.5068,2
16032,3184,16050,3218,0.5781,2
16146,3231,16178,3272,0.5645,2
16272,3642,16298,3668,0.625,3
16413,3481,16466,3506,0.2688,2
16084,3684,16120,3709,0.5293,3
16464,3489,16487,3527,0.25,2
16008,3233,16047,3260,0.6226,2
16112,3316,16152,3338,0.6387,2
16140,3495,16163,3518,0.5776,3
16318,3644,16339,3658,0.4922,3
16144,3594,16169,3615,0.4299,3
16126,3391,16149,3404,0.6118,2
16389,3627,16412,3650,0.5176,3
16145,3517,16172,3538,0.4309,3
16202,3408,16221,3434,0.5142,3
16358,3402,16387,3420,0.4766,2
16245,3546,16265,3577,0.5771,3
16182,3679,16225,3710,0.4492,2
16020,3465,16036,3484,0.4983,3
16171,3276,16197,3304,0.5098,2
16146,3652,16162,3674,0.5737,3
16367,3631,16387,3653,0.2932,3
16121,3694,16135,3711,0.5645,3
16327,3390,16340,3403,0.5459,3
16425,3450,16470,3483,0.2737,5
16140,3545,16164,3569,0.5498,3
16442,3658,16458,3682,0.3948,3
16166,3540,16190,3560,0.5127,3
16273,3394,16286,3418,0.5239,3
16111,3618,16132,3636,0.5029,3
16215,3577,16234,3598,0.4341,3
16319,3668,16339,3686,0.4119,2
16058,3397,16084,3409,0.5254,2
16385,3580,16397,3597,0.5112,3
16125,3598,16140,3610,0.5127,3
16046,3263,16080,3292,0.5107,2
16091,3335,16116,3369,0.4885,2
16313,3524,16328,3543,0.4319,3
16481,3599,16499,3612,0.4783,3
16214,3552,16234,3578,0.3591,3
16470,3610,16496,3630,0.2673,3
16419,3413,16466,3448,0.4307,2
16022,3310,16049,3330,0.4688,2
16218,3345,16233,3362,0.3416,3
16032,3682,16051,3706,0.2913,2
16310,3432,16330,3460,0.3872,3
16234,3550,16256,3578,0.4524,3
16248,3644,16260,3662,0.3267,2
16179,3574,16208,3588,0.3967,3
16322,3450,16338,3466,0.3865,3
16351,3674,16366,3688,0.3914,3
16398,3688,16412,3700,0.374,3
16158,3555,16177,3580,0.3779,3
16188,3324,16205,3351,0.2167,2
16048,3206,16069,3228,0.2773,2
16008,3235,16029,3256,0.2166,3
16094,3497,16116,3514,0.228,3
16338,3624,16358,3638,0.3328,3
16151,3600,16177,3618,0.292,2
16022,3180,16036,3213,0.2808,2
16166,3269,16184,3302,0.2476,2
16145,3257,16159,3277,0.2908,2
16264,3683,16281,3704,0.2551,2
16248,3688,16264,3704,0.2617,3
16259,3446,16280,3460,0.2773,2
16196,3312,16212,3332,0.1588,2
16512,3549,16530,3568,0.2859,-100
16214,3335,16234,3356,0.2517,3
16370,3486,16388,3500,0.2311,2
16285,3458,16309,3472,0.1652,2
16141,3497,16169,3532,0.1813,3
16190,3306,16209,3329,0.1793,2
16348,3422,16370,3448,0.2123,2
16315,3418,16343,3455,0.1932,3
16180,3577,16204,3598,0.1965,3
16181,3560,16211,3583,0.2069,-100
16511,3539,16545,3600,0.1891,-100
16424,3458,16442,3479,0.1877,-100
16212,3676,16236,3700,0.1877,-100
16055,3301,16081,3326,0.1703,2
16146,3546,16177,3578,0.1627,3
16090,3335,16111,3353,0.1642,2
16318,3432,16339,3451,0.1643,-100
16456,3530,16502,3555,0.1526,2
16410,3484,16440,3506,0.1587,-100
16531,3580,16573,3657,0.4875,2
16538,3682,16580,3720,0.2708,2
2508,4094,2554,4152,0.7612,2
2341,3784,2389,3888,0.6797,2
2379,4070,2415,4150,0.4924,2
2414,3867,2444,3900,0.4587,2
2414,3898,2452,3939,0.3611,2
2639,4008,2674,4055,0.3083,2
2422,3988,2462,4051,0.2661,2
2410,4150,2451,4180,0.2642,2
2385,4107,2412,4150,0.2549,2
2492,3800,2542,3830,0.1759,2
2523,4170,2562,4194,0.163,2
2986,4108,3014,4138,0.3362,2
2952,4121,2989,4166,0.5752,2
3013,4057,3046,4086,0.6172,1
2955,4066,2990,4110,0.5645,1
2763,3836,2806,3869,0.71,2
2913,4150,2952,4194,0.5928,2
2978,4036,3012,4064,0.3958,1
3165,4156,3197,4192,0.4421,2
2981,3988,3024,4038,0.4458,1
2796,3770,2826,3797,0.6255,2
3100,4174,3122,4202,0.3357,1
2921,4059,2954,4086,0.447,1
3014,4096,3058,4122,0.3682,2
3078,4040,3106,4099,0.6382,2
3196,4082,3226,4109,0.2678,1
3011,4031,3041,4051,0.5015,1
2710,3853,2731,3898,0.5908,2
3114,4180,3140,4218,0.2878,1
2982,4195,3020,4230,0.522,2
3016,4012,3043,4032,0.2959,2
2759,3755,2793,3775,0.5625,2
3045,4064,3066,4090,0.3796,1
3154,4088,3190,4117,0.4009,2
3070,3984,3096,4035,0.5571,2
3029,4174,3050,4187,0.3032,2
3028,4153,3054,4173,0.2476,2
3038,3865,3060,3905,0.4929,2
3056,3695,3076,3714,0.3887,2
3119,4079,3134,4099,0.3042,2
3068,3916,3089,3964,0.3455,2
3120,3882,3149,3910,0.3108,2
3063,4063,3079,4095,0.2418,2
3010,3979,3045,4012,0.175,1
2892,4158,2912,4180,0.224,2
3145,3784,3178,3830,0.2264,-100
3026,3908,3045,3952,0.2056,2
2872,4127,2888,4148,0.1569,2
3088,3781,3114,3805,0.1624,-100
3097,3776,3138,3811,0.1562,-100
3335,4187,3372,4228,0.4524,2
3320,4074,3372,4114,0.6045,2
3603,3878,3626,3900,0.8018,3
3678,4064,3701,4084,0.7505,3
3506,4022,3546,4058,0.6313,2
3612,3818,3644,3873,0.5254,5
3377,4048,3401,4074,0.519,3
3674,3974,3701,3993,0.6055,3
3590,3711,3614,3736,0.7627,3
3658,4155,3690,4200,0.4177,1
3652,3721,3674,3741,0.7627,3
3618,4150,3656,4190,0.4392,1
3610,3724,3633,3744,0.7271,3
3648,3695,3668,3717,0.7393,3
3692,3724,3708,3741,0.6577,3
3570,4036,3605,4070,0.562,2
3450,4082,3474,4114,0.6377,2
3691,4158,3722,4194,0.498,1
3599,3941,3624,3963,0.4426,2
3631,3739,3672,3771,0.6113,2
3599,3903,3623,3929,0.5444,2
3585,4009,3620,4042,0.3193,1
3686,3745,3708,3764,0.6387,3
3546,4024,3569,4063,0.6606,2
3715,3868,3730,3884,0.4465,3
3385,3960,3427,4018,0.6816,2
3272,4142,3288,4160,0.6094,3
3709,3746,3724,3764,0.6318,3
3505,3948,3523,3966,0.3474,3
3376,4148,3396,4165,0.5015,3
3649,3989,3672,4014,0.3145,2
3610,4030,3632,4067,0.3281,2
3430,4180,3453,4209,0.3362,2
3713,4000,3728,4018,0.5879,3
3607,3962,3634,3994,0.4441,2
3671,3761,3706,3789,0.3411,5
3506,3922,3540,3942,0.6279,2
3430,3951,3452,3972,0.5347,2
3578,3786,3601,3821,0.6191,2
3309,4054,3335,4080,0.3909,2
3702,3700,3724,3718,0.3457,3
3713,3763,3746,3794,0.2966,5
3411,4164,3428,4180,0.3286,2
3707,3840,3740,3868,0.5933,2
3586,4176,3624,4198,0.4692,2
3612,4110,3627,4129,0.3179,3
3545,3968,3579,3998,0.5757,2
3444,3849,3462,3882,0.5317,2
3344,4140,3368,4174,0.4597,2
3362,4101,3386,4128,0.3911,2
3622,3899,3654,3918,0.502,2
3448,3876,3476,3927,0.5293,2
3267,4067,3296,4094,0.3169,2
3303,4077,3315,4091,0.4155,3
3664,3924,3683,3944,0.4153,3
3473,3926,3488,3942,0.311,3
3429,4144,3445,4162,0.3745,2
3314,3745,3335,3781,0.4871,2
3684,4125,3722,4148,0.1599,5
3523,4188,3555,4212,0.3384,2
3448,3767,3477,3840,0.4275,2
3273,4202,3287,4214,0.2964,3
3597,3738,3613,3757,0.2637,3
3622,3772,3645,3799,0.2832,2
3297,3734,3317,3774,0.3364,2
3704,3785,3731,3816,0.2961,-100
3512,4082,3525,4096,0.2859,-100
3533,3921,3567,3937,0.1904,2
3666,3916,3684,3932,0.1809,3
3489,4052,3507,4072,0.1582,-100
3281,3724,3303,3771,0.1515,-100
3907,4070,3955,4110,0.6514,2
3922,3803,3942,3822,0.7778,3
4191,3796,4224,3837,0.3967,1
3947,3821,3969,3839,0.6626,3
3745,3786,3770,3808,0.7061,3
4018,4032,4043,4068,0.4409,2
3727,4124,3756,4164,0.7163,1
4138,3946,4175,3976,0.5771,2
4001,3786,4042,3822,0.4314,5
4091,4163,4128,4196,0.2957,1
3919,3746,3938,3763,0.6855,3
4025,3842,4068,3877,0.3059,5
3980,3856,4024,3904,0.4187,2
3759,4021,3787,4055,0.3835,2
3873,3809,3901,3825,0.71,2
3777,3714,3801,3733,0.7163,3
3807,3903,3841,3949,0.5098,2
3875,4100,3902,4134,0.356,1
3925,4041,3956,4066,0.627,2
3904,3776,3922,3796,0.6904,3
4058,4064,4087,4096,0.6367,2
4049,3708,4070,3736,0.6782,3
3916,3984,3935,4012,0.5049,3
4098,4124,4134,4160,0.4646,1
4194,3949,4214,3974,0.377,2
3878,3861,3901,3893,0.491,3
3787,3897,3806,3932,0.6416,2
4212,3959,4238,3986,0.6636,2
3857,4136,3891,4170,0.4336,1
4023,3740,4047,3786,0.604,2
3843,3908,3873,3940,0.6006,2
4060,3829,4091,3858,0.3572,2
4164,4053,4194,4088,0.2446,2
4133,3788,4167,3824,0.3645,2
4069,4028,4097,4062,0.5347,2
4168,3687,4213,3727,0.2588,2
3842,4033,3873,4072,0.5435,2
4004,3691,4037,3716,0.4924,3
3900,3880,3932,3906,0.6206,2
3774,3850,3799,3874,0.3787,2
4152,4026,4184,4048,0.4927,2
3806,3706,3829,3721,0.4885,2
3956,3873,3990,3914,0.4324,2
3732,3817,3786,3835,0.5908,2
3724,3929,3740,3963,0.5029,2
3916,4186,3937,4225,0.5068,2
4190,3905,4216,3938,0.5093,2
4134,3745,4164,3792,0.501,2
3868,3845,3890,3860,0.3982,2
3735,4108,3777,4133,0.3538,2
3835,3992,3865,4018,0.4844,2
4004,3760,4021,3778,0.283,3
3849,3844,3868,3865,0.3169,2
3737,4081,3762,4108,0.1569,2
3836,3733,3850,3756,0.4231,2
4110,4082,4148,4133,0.2944,1
3994,4054,4019,4076,0.3921,3
4210,3994,4244,4030,0.4187,2
4130,4189,4155,4221,0.2642,2
4175,3906,4196,3940,0.4141,2
4006,4074,4027,4094,0.1805,3
3997,4088,4015,4107,0.1666,3
4186,3699,4212,3728,0.1598,2
4182,4190,4220,4228,0.3616,-100
4194,4168,4226,4202,0.1886,2
3818,3852,3833,3865,0.198,2
3767,4081,3786,4121,0.2034,2
4158,3780,4188,3824,0.2588,2
3765,3719,3777,3732,0.2102,3
4150,3994,4174,4008,0.2356,2
3936,3850,3950,3861,0.2355,-100
4089,3720,4109,3733,0.2043,2
4155,3811,4190,3859,0.207,2
3756,3965,3809,3992,0.202,2
4162,4118,4192,4154,0.178,2
4074,3862,4096,3878,0.1716,2
3874,3901,3904,3917,0.1635,-100
3996,4018,4018,4038,0.1577,-100
4694,4102,4734,4158,0.813,1
4417,3936,4451,3972,0.4268,1
4304,4090,4346,4146,0.7983,1
4593,3962,4636,4002,0.7852,2
4712,4190,4752,4220,0.7891,1
4616,4039,4648,4079,0.7842,1
4583,3991,4630,4027,0.7578,1
4609,3714,4632,3748,0.4653,3
4497,4033,4523,4057,0.3276,1
4274,4064,4312,4096,0.6367,1
4317,3976,4361,4015,0.7085,1
4383,4176,4417,4214,0.752,1
4662,4017,4692,4046,0.6538,1
4419,4178,4458,4215,0.7524,1
4393,3708,4422,3742,0.5859,2
4623,4149,4656,4181,0.7222,1
4484,4159,4526,4196,0.7261,1
4556,3753,4591,3774,0.6729,2
4726,4073,4756,4107,0.6455,1
4606,3896,4636,3931,0.4519,2
4544,3794,4582,3827,0.2676,3
4674,4173,4708,4211,0.6855,1
4576,3831,4600,3871,0.6118,2
4354,4108,4410,4146,0.6909,1
4248,3731,4284,3761,0.3452,2
4368,4053,4394,4092,0.6318,1
4461,3806,4506,3836,0.7026,2
4425,3990,4451,4013,0.6479,1
4720,3970,4746,3998,0.5913,1
4639,3944,4666,3968,0.4058,2
4621,4079,4647,4103,0.6543,1
4308,3865,4338,3897,0.2559,1
4387,3927,4420,3974,0.5117,2
4341,3811,4363,3829,0.4214,2
4585,4055,4621,4094,0.6665,1
4242,4160,4279,4194,0.5176,1
4676,4046,4722,4081,0.667,1
4448,3999,4471,4030,0.5884,1
4290,3998,4315,4023,0.4456,1
4294,4152,4335,4194,0.5522,2
4552,4164,4578,4200,0.5249,1
4687,3712,4726,3745,0.3076,2
4724,3909,4744,3937,0.3472,1
4264,3827,4291,3849,0.3545,2
4462,3990,4481,4013,0.3435,3
4632,4002,4656,4039,0.52,2
4325,4045,4347,4081,0.3506,1
4657,3977,4674,4002,0.2122,3
4593,3699,4612,3731,0.468,2
4588,3732,4609,3756,0.2457,3
4455,4178,4485,4212,0.5127,1
4518,3701,4538,3736,0.2976,2
4258,3992,4281,4022,0.3823,2
4325,3938,4345,3968,0.3123,1
4437,3713,4461,3738,0.2314,3
4234,4005,4256,4036,0.3403,2
4395,3843,4418,3861,0.3408,2
4648,4074,4671,4120,0.4282,2
4401,3833,4419,3849,0.2903,3
4503,4079,4534,4112,0.3154,1
4470,4064,4499,4104,0.322,1
4272,3960,4308,4003,0.1995,1
4256,4020,4286,4050,0.2404,1
4621,4131,4640,4154,0.2703,1
4699,4056,4723,4086,0.3918,1
4601,3846,4628,3894,0.1755,2
4342,4070,4377,4109,0.269,1
4488,3988,4519,4012,0.194,1
4464,4058,4490,4096,0.1521,1
4428,3865,4446,3890,0.2195,2
4375,3765,4403,3782,0.2412,2
4280,3843,4304,3865,0.2081,-100
4262,3973,4304,4018,0.197,-100
4295,3714,4310,3729,0.1741,-100
4430,4010,4452,4034,0.155,-100
4902,3682,4946,3734,0.833,1
4992,4032,5034,4070,0.8257,1
4762,3837,4807,3884,0.8164,1
